flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU773,TS-IMF,Monastir,Amsterdam,2025-10-15 17:00:00,2025-10-15 19:58:00,2025-10-15 17:00:00,2025-10-15 20:15:00,landed,B22,0,122
TU774,TS-IMC,Tunis,Nice,2025-10-15 17:47:00,2025-10-15 19:58:00,2025-10-15 17:47:00,2025-10-15 20:12:00,landed,C17,0,109
TU775,TS-IOD,Djerba,Algiers,2025-10-15 17:55:00,2025-10-15 20:14:00,2025-10-15 18:10:00,2025-10-15 20:18:00,landed,D6,15,91
TU776,TS-IMB,Sfax,Zurich,2025-10-15 19:48:00,2025-10-15 21:30:00,2025-10-15 20:08:00,2025-10-15 21:47:00,landed,C10,20,62
TU777,TS-IOC,Sfax,Barcelona,2025-10-15 21:09:00,2025-10-16 00:01:00,2025-10-15 21:09:00,2025-10-16 00:04:00,landed,A7,0,54
TU778,TS-IMB,Enfidha,Cairo,2025-10-15 21:12:00,2025-10-16 00:35:00,2025-10-15 21:12:00,2025-10-16 00:42:00,landed,A22,0,181
TU779,TS-IOC,Djerba,Milan,2025-10-16 09:17:00,2025-10-16 11:42:00,2025-10-16 09:17:00,2025-10-16 11:44:00,landed,D2,0,143
TU780,TS-IMC,Enfidha,Casablanca,2025-10-16 09:52:00,2025-10-16 11:56:00,2025-10-16 10:02:00,2025-10-16 11:53:00,landed,D22,10,134
TU781,TS-IMC,Tunis,Zurich,2025-10-16 11:10:00,2025-10-16 13:24:00,2025-10-16 11:25:00,2025-10-16 13:37:00,landed,A22,15,77
TU782,TS-IMD,Monastir,Rome,2025-10-16 11:11:00,2025-10-16 12:19:00,2025-10-16 11:11:00,2025-10-16 12:22:00,landed,B9,0,140
TU783,TS-IOE,Djerba,Frankfurt,2025-10-16 11:51:00,2025-10-16 14:28:00,2025-10-16 12:11:00,2025-10-16 14:45:00,landed,C9,20,116
TU784,TS-IME,Enfidha,Nice,2025-10-16 12:17:00,2025-10-16 14:06:00,2025-10-16 12:32:00,2025-10-16 14:14:00,landed,B3,15,101
TU785,TS-IOB,Tunis,Paris,2025-10-16 13:33:00,2025-10-16 16:03:00,2025-10-16 13:48:00,2025-10-16 16:21:00,landed,B3,15,49
TU786,TS-IME,Monastir,Brussels,2025-10-16 14:06:00,2025-10-16 16:00:00,2025-10-16 14:16:00,2025-10-16 16:16:00,landed,C16,10,97
TU787,TS-IME,Tunis,Cairo,2025-10-16 15:10:00,2025-10-16 20:10:00,2025-10-16 15:10:00,2025-10-16 20:12:00,landed,C14,0,83
TU788,TS-IMD,Enfidha,Algiers,2025-10-16 19:05:00,2025-10-16 20:40:00,2025-10-16 19:05:00,2025-10-16 20:42:00,landed,B23,0,44
TU789,TS-IOA,Enfidha,Amsterdam,2025-10-16 21:17:00,2025-10-16 23:50:00,2025-10-16 21:17:00,2025-10-17 00:03:00,landed,B21,0,181
TU790,TS-IME,Djerba,Lyon,2025-10-17 05:37:00,2025-10-17 07:26:00,2025-10-17 05:47:00,2025-10-17 07:27:00,landed,D9,10,137
TU791,TS-IOB,Monastir,Abu Dhabi,2025-10-17 05:51:00,2025-10-17 09:37:00,2025-10-17 05:51:00,2025-10-17 09:48:00,landed,C12,0,107
TU792,TS-IMC,Djerba,Algiers,2025-10-17 06:47:00,2025-10-17 07:51:00,,,cancelled,B10,0,0
TU793,TS-IMD,Tunis,Rome,2025-10-17 07:32:00,2025-10-17 08:40:00,2025-10-17 07:37:00,2025-10-17 08:41:00,landed,D5,5,138
TU794,TS-IOC,Djerba,London,2025-10-17 08:12:00,2025-10-17 11:25:00,2025-10-17 08:32:00,2025-10-17 11:39:00,landed,B11,20,74
TU795,TS-IMC,Tunis,Dubai,2025-10-17 08:58:00,2025-10-17 13:39:00,2025-10-17 08:58:00,2025-10-17 13:44:00,landed,B21,0,134
TU796,TS-IMF,Tunis,Amsterdam,2025-10-17 09:32:00,2025-10-17 11:37:00,2025-10-17 09:42:00,2025-10-17 11:34:00,landed,B17,10,120
TU797,TS-IMC,Enfidha,Lyon,2025-10-17 09:40:00,2025-10-17 10:59:00,,,delayed,B23,45,126
TU798,TS-IMF,Tunis,Paris,2025-10-17 10:19:00,2025-10-17 11:36:00,2025-10-17 10:19:00,2025-10-17 11:44:00,landed,B2,0,95
TU799,TS-IOB,Monastir,Brussels,2025-10-17 11:12:00,2025-10-17 13:22:00,2025-10-17 11:12:00,2025-10-17 13:25:00,landed,C20,0,82
TU800,TS-IME,Enfidha,Rome,2025-10-17 14:57:00,2025-10-17 17:22:00,2025-10-17 14:57:00,2025-10-17 17:38:00,landed,B16,0,95
TU801,TS-IMC,Monastir,Munich,2025-10-17 15:47:00,2025-10-17 18:56:00,2025-10-17 15:47:00,2025-10-17 18:53:00,landed,C12,0,49
TU802,TS-IOD,Djerba,Nice,2025-10-17 19:14:00,2025-10-17 21:16:00,2025-10-17 19:19:00,2025-10-17 21:18:00,landed,B22,5,91
TU803,TS-IMD,Tunis,Dubai,2025-10-17 22:13:00,2025-10-18 02:54:00,2025-10-17 22:13:00,2025-10-18 02:52:00,landed,B2,0,72
TU804,TS-IOD,Monastir,Dubai,2025-10-18 05:44:00,2025-10-18 10:30:00,2025-10-18 06:04:00,2025-10-18 10:37:00,landed,A22,20,179
TU805,TS-IOB,Monastir,Istanbul,2025-10-18 05:52:00,2025-10-18 09:42:00,2025-10-18 06:07:00,2025-10-18 10:00:00,landed,A18,15,110
TU806,TS-IOD,Monastir,Abu Dhabi,2025-10-18 06:08:00,2025-10-18 10:25:00,2025-10-18 06:08:00,2025-10-18 10:24:00,landed,C18,0,99
TU807,TS-IOD,Djerba,Munich,2025-10-18 06:34:00,2025-10-18 09:01:00,2025-10-18 06:34:00,2025-10-18 09:04:00,landed,B10,0,145
TU808,TS-IOE,Monastir,London,2025-10-18 10:59:00,2025-10-18 14:19:00,2025-10-18 11:04:00,2025-10-18 14:33:00,landed,C22,5,49
TU809,TS-IMB,Djerba,Munich,2025-10-18 11:10:00,2025-10-18 13:57:00,2025-10-18 11:10:00,2025-10-18 14:02:00,landed,B17,0,156
TU810,TS-IOC,Tunis,Casablanca,2025-10-18 11:42:00,2025-10-18 13:57:00,2025-10-18 12:02:00,2025-10-18 14:12:00,landed,B16,20,152
TU811,TS-IMD,Sfax,Marseille,2025-10-18 13:04:00,2025-10-18 14:42:00,2025-10-18 13:04:00,2025-10-18 14:53:00,landed,B19,0,137
TU812,TS-IOD,Enfidha,Nice,2025-10-18 13:34:00,2025-10-18 15:23:00,2025-10-18 13:54:00,2025-10-18 15:41:00,landed,D6,20,157
TU813,TS-IOA,Djerba,Nice,2025-10-18 13:42:00,2025-10-18 16:07:00,2025-10-18 13:52:00,2025-10-18 16:14:00,landed,D18,10,112
TU814,TS-IME,Enfidha,London,2025-10-18 14:46:00,2025-10-18 18:04:00,2025-10-18 14:46:00,2025-10-18 18:01:00,landed,C7,0,140
TU815,TS-IOC,Sfax,Milan,2025-10-18 14:55:00,2025-10-18 16:49:00,2025-10-18 14:55:00,2025-10-18 16:48:00,landed,B20,0,95
TU816,TS-IOA,Tunis,Dubai,2025-10-18 17:17:00,2025-10-18 21:38:00,2025-10-18 17:22:00,2025-10-18 21:45:00,landed,A7,5,163
TU817,TS-IMF,Sfax,Casablanca,2025-10-18 18:15:00,2025-10-18 21:29:00,2025-10-18 18:30:00,2025-10-18 21:35:00,landed,A10,15,78
TU818,TS-IME,Djerba,Paris,2025-10-18 18:31:00,2025-10-18 20:20:00,2025-10-18 18:36:00,2025-10-18 20:25:00,landed,D15,5,71
TU819,TS-IMD,Enfidha,Madrid,2025-10-18 18:32:00,2025-10-18 21:46:00,,,delayed,C18,20,131
TU820,TS-IOA,Sfax,Zurich,2025-10-18 21:16:00,2025-10-18 22:35:00,2025-10-18 21:31:00,2025-10-18 22:38:00,landed,B21,15,123
TU821,TS-IOC,Monastir,Munich,2025-10-18 22:29:00,2025-10-19 01:58:00,,,cancelled,B20,0,0
TU822,TS-IMC,Tunis,Casablanca,2025-10-19 06:31:00,2025-10-19 08:56:00,2025-10-19 06:46:00,2025-10-19 09:02:00,landed,B23,15,141
TU823,TS-IOA,Tunis,Abu Dhabi,2025-10-19 08:03:00,2025-10-19 13:01:00,2025-10-19 08:08:00,2025-10-19 13:04:00,landed,A14,5,54
TU824,TS-IMC,Sfax,Geneva,2025-10-19 12:05:00,2025-10-19 13:25:00,2025-10-19 12:05:00,2025-10-19 13:29:00,landed,D6,0,38
TU825,TS-IOE,Monastir,Tripoli,2025-10-19 12:28:00,2025-10-19 14:54:00,2025-10-19 12:28:00,2025-10-19 15:00:00,landed,D18,0,150
TU826,TS-IMB,Djerba,Nice,2025-10-19 13:11:00,2025-10-19 15:09:00,2025-10-19 13:31:00,2025-10-19 15:26:00,landed,D16,20,28
TU827,TS-IOE,Sfax,Geneva,2025-10-19 14:24:00,2025-10-19 15:44:00,2025-10-19 14:24:00,2025-10-19 15:56:00,landed,D9,0,141
TU828,TS-IMF,Tunis,Munich,2025-10-19 16:17:00,2025-10-19 18:59:00,,,delayed,C18,60,131
TU829,TS-IMD,Djerba,Algiers,2025-10-19 16:40:00,2025-10-19 18:36:00,2025-10-19 17:00:00,2025-10-19 18:51:00,landed,D6,20,146
TU830,TS-IMD,Enfidha,Munich,2025-10-19 20:29:00,2025-10-19 23:55:00,2025-10-19 20:39:00,2025-10-20 00:05:00,landed,B18,10,127
TU831,TS-IOB,Tunis,Doha,2025-10-19 20:50:00,2025-10-20 00:45:00,2025-10-19 20:50:00,2025-10-20 00:50:00,landed,D11,0,103
TU832,TS-IME,Monastir,Barcelona,2025-10-20 05:51:00,2025-10-20 08:34:00,2025-10-20 05:51:00,2025-10-20 08:44:00,landed,C7,0,97
TU833,TS-IOA,Sfax,Venice,2025-10-20 07:21:00,2025-10-20 08:25:00,2025-10-20 07:36:00,2025-10-20 08:43:00,landed,A12,15,108
TU834,TS-IME,Sfax,Zurich,2025-10-20 10:05:00,2025-10-20 11:35:00,2025-10-20 10:20:00,2025-10-20 11:48:00,landed,C23,15,60
TU835,TS-IMF,Monastir,Frankfurt,2025-10-20 15:33:00,2025-10-20 17:37:00,,,delayed,D21,10,75
TU836,TS-IOA,Tunis,Lyon,2025-10-20 15:54:00,2025-10-20 17:46:00,2025-10-20 16:09:00,2025-10-20 17:56:00,landed,C10,15,71
TU837,TS-IMF,Monastir,Brussels,2025-10-20 17:05:00,2025-10-20 18:55:00,,,delayed,C24,10,80
TU838,TS-IME,Sfax,Algiers,2025-10-20 17:10:00,2025-10-20 18:48:00,2025-10-20 17:10:00,2025-10-20 18:53:00,landed,A15,0,93
TU839,TS-IOD,Enfidha,Abu Dhabi,2025-10-20 20:37:00,2025-10-21 01:10:00,2025-10-20 20:52:00,2025-10-21 01:23:00,landed,B22,15,129
TU840,TS-IMD,Djerba,Istanbul,2025-10-20 20:46:00,2025-10-21 01:20:00,2025-10-20 20:46:00,2025-10-21 01:24:00,landed,D20,0,162
TU841,TS-IMD,Sfax,Barcelona,2025-10-20 20:58:00,2025-10-21 00:00:00,2025-10-20 20:58:00,2025-10-21 00:11:00,landed,C18,0,81
TU842,TS-IOD,Djerba,Paris,2025-10-21 05:57:00,2025-10-21 07:08:00,2025-10-21 05:57:00,2025-10-21 07:14:00,landed,A1,0,92
TU843,TS-IOA,Enfidha,Madrid,2025-10-21 07:00:00,2025-10-21 09:12:00,2025-10-21 07:15:00,2025-10-21 09:23:00,landed,C7,15,121
TU844,TS-IOC,Djerba,Marseille,2025-10-21 09:17:00,2025-10-21 10:42:00,2025-10-21 09:32:00,2025-10-21 10:58:00,landed,D4,15,163
TU845,TS-IMD,Monastir,Madrid,2025-10-21 10:43:00,2025-10-21 12:54:00,2025-10-21 10:53:00,2025-10-21 12:52:00,landed,A4,10,186
TU846,TS-IME,Enfidha,Barcelona,2025-10-21 12:43:00,2025-10-21 15:14:00,2025-10-21 12:43:00,2025-10-21 15:13:00,landed,B9,0,74
TU847,TS-IOD,Enfidha,Rome,2025-10-21 13:16:00,2025-10-21 15:11:00,,,delayed,C9,10,31
TU848,TS-IMD,Enfidha,Amsterdam,2025-10-21 15:35:00,2025-10-21 17:46:00,2025-10-21 15:35:00,2025-10-21 17:54:00,landed,C2,0,47
TU849,TS-IMB,Tunis,Zurich,2025-10-21 16:35:00,2025-10-21 18:11:00,2025-10-21 16:45:00,2025-10-21 18:20:00,landed,A16,10,118
TU850,TS-IMD,Monastir,Milan,2025-10-21 18:37:00,2025-10-21 19:45:00,2025-10-21 18:42:00,2025-10-21 19:45:00,landed,B18,5,98
TU851,TS-IOD,Sfax,Milan,2025-10-21 20:26:00,2025-10-21 22:12:00,2025-10-21 20:31:00,2025-10-21 22:18:00,landed,D19,5,148
TU852,TS-IOB,Sfax,Rome,2025-10-21 20:51:00,2025-10-21 23:06:00,2025-10-21 21:11:00,2025-10-21 23:04:00,landed,A24,20,77
TU853,TS-IOB,Tunis,Frankfurt,2025-10-21 21:13:00,2025-10-21 23:48:00,2025-10-21 21:13:00,2025-10-21 23:53:00,landed,C4,0,144
TU854,TS-IME,Djerba,Casablanca,2025-10-22 06:40:00,2025-10-22 08:47:00,2025-10-22 06:40:00,2025-10-22 08:52:00,landed,A4,0,181
TU855,TS-IOD,Tunis,London,2025-10-22 07:07:00,2025-10-22 10:33:00,,,delayed,D10,20,142
TU856,TS-IOB,Sfax,London,2025-10-22 08:30:00,2025-10-22 10:55:00,2025-10-22 08:30:00,2025-10-22 11:05:00,landed,C7,0,73
TU857,TS-IOC,Djerba,Zurich,2025-10-22 08:49:00,2025-10-22 09:51:00,2025-10-22 08:49:00,2025-10-22 09:59:00,landed,B5,0,160
TU858,TS-IMB,Sfax,Madrid,2025-10-22 09:17:00,2025-10-22 11:33:00,2025-10-22 09:37:00,2025-10-22 11:46:00,landed,D20,20,141
TU859,TS-IMC,Enfidha,Milan,2025-10-22 10:05:00,2025-10-22 12:33:00,,,delayed,C9,10,32
TU860,TS-IOA,Sfax,Madrid,2025-10-22 10:52:00,2025-10-22 13:13:00,2025-10-22 11:07:00,2025-10-22 13:15:00,landed,D17,15,103
TU861,TS-IMC,Sfax,Marseille,2025-10-22 11:42:00,2025-10-22 13:49:00,2025-10-22 11:57:00,2025-10-22 13:48:00,landed,B11,15,59
TU862,TS-IOE,Monastir,Nice,2025-10-22 13:25:00,2025-10-22 15:21:00,2025-10-22 13:35:00,2025-10-22 15:29:00,landed,C9,10,59
TU863,TS-IOA,Djerba,Paris,2025-10-22 17:50:00,2025-10-22 19:17:00,,,delayed,A7,30,105
TU864,TS-IOD,Djerba,Algiers,2025-10-22 18:16:00,2025-10-22 20:36:00,2025-10-22 18:21:00,2025-10-22 20:49:00,landed,A13,5,134
TU865,TS-IOC,Tunis,Nice,2025-10-22 18:59:00,2025-10-22 21:28:00,2025-10-22 18:59:00,2025-10-22 21:25:00,landed,C17,0,74
TU866,TS-IOC,Tunis,Marseille,2025-10-22 19:12:00,2025-10-22 20:21:00,2025-10-22 19:22:00,2025-10-22 20:19:00,landed,C20,10,137
TU867,TS-IMD,Sfax,Istanbul,2025-10-23 11:03:00,2025-10-23 14:18:00,2025-10-23 11:23:00,2025-10-23 14:26:00,landed,D13,20,124
TU868,TS-IME,Monastir,Munich,2025-10-23 11:33:00,2025-10-23 13:46:00,2025-10-23 11:33:00,2025-10-23 13:54:00,landed,C21,0,155
TU869,TS-IMF,Tunis,Venice,2025-10-23 11:55:00,2025-10-23 13:30:00,2025-10-23 12:05:00,2025-10-23 13:35:00,landed,C19,10,93
TU870,TS-IOB,Monastir,Milan,2025-10-23 13:03:00,2025-10-23 14:41:00,2025-10-23 13:03:00,2025-10-23 14:57:00,landed,C7,0,51
TU871,TS-IMD,Sfax,Algiers,2025-10-23 15:42:00,2025-10-23 17:32:00,2025-10-23 15:42:00,2025-10-23 17:49:00,landed,B6,0,117
TU872,TS-IOD,Djerba,Tripoli,2025-10-23 16:04:00,2025-10-23 18:21:00,2025-10-23 16:04:00,2025-10-23 18:21:00,landed,A6,0,156
TU873,TS-IOD,Tunis,Rome,2025-10-23 16:28:00,2025-10-23 18:31:00,2025-10-23 16:28:00,2025-10-23 18:46:00,landed,D10,0,140
TU874,TS-IOC,Sfax,Istanbul,2025-10-23 17:13:00,2025-10-23 22:07:00,2025-10-23 17:28:00,2025-10-23 22:13:00,landed,B15,15,82
TU875,TS-IMC,Monastir,Brussels,2025-10-23 18:12:00,2025-10-23 20:38:00,2025-10-23 18:32:00,2025-10-23 20:56:00,landed,B11,20,122
TU876,TS-IOA,Sfax,Cairo,2025-10-23 19:35:00,2025-10-24 00:12:00,2025-10-23 19:55:00,2025-10-24 00:23:00,landed,C17,20,136
TU877,TS-IMF,Djerba,Paris,2025-10-23 22:58:00,2025-10-24 00:20:00,,,delayed,D8,30,96
TU878,TS-IME,Monastir,Tripoli,2025-10-24 05:34:00,2025-10-24 07:41:00,2025-10-24 05:34:00,2025-10-24 07:40:00,landed,D6,0,136
TU879,TS-IMC,Monastir,Venice,2025-10-24 07:02:00,2025-10-24 09:13:00,2025-10-24 07:12:00,2025-10-24 09:25:00,landed,C13,10,132
TU880,TS-IME,Tunis,Rome,2025-10-24 07:29:00,2025-10-24 08:29:00,2025-10-24 07:49:00,2025-10-24 08:38:00,landed,A12,20,112
TU881,TS-IMB,Tunis,Madrid,2025-10-24 08:09:00,2025-10-24 11:03:00,2025-10-24 08:09:00,2025-10-24 11:15:00,landed,D13,0,128
TU882,TS-IMB,Tunis,Geneva,2025-10-24 09:42:00,2025-10-24 12:07:00,2025-10-24 09:47:00,2025-10-24 12:22:00,landed,D5,5,165
TU883,TS-IOA,Djerba,Rome,2025-10-24 10:39:00,2025-10-24 12:05:00,2025-10-24 10:44:00,2025-10-24 12:15:00,landed,A21,5,93
TU884,TS-IME,Tunis,Doha,2025-10-24 12:40:00,2025-10-24 16:51:00,2025-10-24 13:00:00,2025-10-24 16:48:00,landed,D11,20,57
TU885,TS-IME,Enfidha,Brussels,2025-10-24 12:43:00,2025-10-24 14:01:00,2025-10-24 12:43:00,2025-10-24 14:01:00,landed,A21,0,129
TU886,TS-IMC,Tunis,Abu Dhabi,2025-10-24 13:37:00,2025-10-24 18:28:00,2025-10-24 13:52:00,2025-10-24 18:42:00,landed,A23,15,132
TU887,TS-IMD,Enfidha,Marseille,2025-10-24 13:40:00,2025-10-24 15:45:00,,,delayed,C5,45,143
TU888,TS-IMC,Tunis,Venice,2025-10-24 13:43:00,2025-10-24 15:22:00,,,cancelled,B19,0,0
TU889,TS-IME,Enfidha,London,2025-10-24 13:44:00,2025-10-24 16:42:00,2025-10-24 13:44:00,2025-10-24 16:54:00,landed,C8,0,135
TU890,TS-IME,Monastir,Geneva,2025-10-24 15:13:00,2025-10-24 16:19:00,2025-10-24 15:13:00,2025-10-24 16:24:00,landed,D1,0,149
TU891,TS-IMB,Monastir,Casablanca,2025-10-24 17:18:00,2025-10-24 19:52:00,2025-10-24 17:18:00,2025-10-24 19:59:00,landed,B13,0,146
TU892,TS-IOC,Sfax,Casablanca,2025-10-24 18:57:00,2025-10-24 22:01:00,2025-10-24 18:57:00,2025-10-24 22:05:00,landed,A3,0,133
TU893,TS-IMB,Monastir,Marseille,2025-10-24 19:33:00,2025-10-24 20:34:00,2025-10-24 19:43:00,2025-10-24 20:31:00,landed,B15,10,94
TU894,TS-IOB,Djerba,Abu Dhabi,2025-10-24 22:26:00,2025-10-25 01:29:00,2025-10-24 22:26:00,2025-10-25 01:28:00,landed,C23,0,50
TU895,TS-IOD,Tunis,London,2025-10-24 22:46:00,2025-10-25 00:50:00,2025-10-24 22:46:00,2025-10-25 00:47:00,landed,C22,0,125
TU896,TS-IOC,Enfidha,Amsterdam,2025-10-25 07:43:00,2025-10-25 10:51:00,2025-10-25 07:58:00,2025-10-25 10:52:00,landed,D21,15,141
TU897,TS-IOC,Tunis,Algiers,2025-10-25 08:11:00,2025-10-25 09:39:00,2025-10-25 08:11:00,2025-10-25 09:42:00,landed,A9,0,46
TU898,TS-IOA,Enfidha,Algiers,2025-10-25 08:17:00,2025-10-25 09:48:00,2025-10-25 08:17:00,2025-10-25 10:04:00,landed,A2,0,59
TU899,TS-IMC,Tunis,Milan,2025-10-25 11:08:00,2025-10-25 13:37:00,2025-10-25 11:28:00,2025-10-25 13:46:00,landed,D11,20,92
TU900,TS-IMD,Monastir,Paris,2025-10-25 11:38:00,2025-10-25 13:31:00,2025-10-25 11:43:00,2025-10-25 13:28:00,landed,A19,5,122
TU901,TS-IOA,Tunis,Marseille,2025-10-25 13:01:00,2025-10-25 14:14:00,2025-10-25 13:21:00,2025-10-25 14:11:00,landed,C2,20,129
TU902,TS-IOD,Djerba,Tripoli,2025-10-25 13:50:00,2025-10-25 15:36:00,2025-10-25 13:50:00,2025-10-25 15:48:00,landed,C6,0,176
TU903,TS-IMF,Enfidha,Madrid,2025-10-25 15:19:00,2025-10-25 18:00:00,2025-10-25 15:39:00,2025-10-25 18:04:00,landed,D10,20,112
TU904,TS-IME,Enfidha,Marseille,2025-10-25 15:31:00,2025-10-25 18:01:00,2025-10-25 15:36:00,2025-10-25 18:17:00,landed,B20,5,168
TU905,TS-IOB,Tunis,Cairo,2025-10-25 16:49:00,2025-10-25 21:24:00,2025-10-25 16:49:00,2025-10-25 21:26:00,landed,D21,0,69
TU906,TS-IME,Monastir,Frankfurt,2025-10-25 17:19:00,2025-10-25 19:43:00,2025-10-25 17:19:00,2025-10-25 19:49:00,landed,D11,0,83
TU907,TS-IME,Djerba,Lyon,2025-10-25 17:48:00,2025-10-25 19:46:00,2025-10-25 18:03:00,2025-10-25 20:04:00,landed,C21,15,151
TU908,TS-IMF,Tunis,Venice,2025-10-25 18:34:00,2025-10-25 20:41:00,2025-10-25 18:39:00,2025-10-25 20:53:00,landed,D7,5,168
TU909,TS-IOC,Monastir,Venice,2025-10-25 19:31:00,2025-10-25 21:18:00,,,cancelled,D8,0,0
TU910,TS-IOA,Djerba,Tripoli,2025-10-25 19:43:00,2025-10-25 21:45:00,2025-10-25 19:43:00,2025-10-25 21:56:00,landed,C6,0,124
TU911,TS-IME,Enfidha,Brussels,2025-10-25 19:55:00,2025-10-25 22:25:00,2025-10-25 20:05:00,2025-10-25 22:30:00,landed,B4,10,94
TU912,TS-IMF,Monastir,Munich,2025-10-26 07:57:00,2025-10-26 11:16:00,2025-10-26 08:07:00,2025-10-26 11:17:00,landed,C22,10,52
TU913,TS-IMD,Enfidha,Algiers,2025-10-26 11:18:00,2025-10-26 12:24:00,2025-10-26 11:18:00,2025-10-26 12:35:00,landed,A14,0,15
TU914,TS-IOC,Monastir,Geneva,2025-10-26 13:49:00,2025-10-26 16:01:00,2025-10-26 13:49:00,2025-10-26 15:58:00,landed,B21,0,174
TU915,TS-IMC,Tunis,Madrid,2025-10-26 14:20:00,2025-10-26 17:04:00,2025-10-26 14:40:00,2025-10-26 17:21:00,landed,A16,20,64
TU916,TS-IMC,Enfidha,Venice,2025-10-26 14:34:00,2025-10-26 16:19:00,2025-10-26 14:49:00,2025-10-26 16:23:00,landed,B8,15,143
TU917,TS-IOD,Monastir,Venice,2025-10-26 16:10:00,2025-10-26 18:38:00,2025-10-26 16:10:00,2025-10-26 18:38:00,landed,D9,0,167
TU918,TS-IMC,Djerba,Cairo,2025-10-26 16:43:00,2025-10-26 21:16:00,2025-10-26 17:03:00,2025-10-26 21:33:00,landed,C2,20,146
TU919,TS-IOA,Sfax,Tripoli,2025-10-26 17:15:00,2025-10-26 19:19:00,2025-10-26 17:15:00,2025-10-26 19:23:00,landed,B9,0,99
TU920,TS-IOE,Tunis,Casablanca,2025-10-26 17:38:00,2025-10-26 20:38:00,2025-10-26 17:53:00,2025-10-26 20:42:00,landed,B24,15,73
TU921,TS-IOE,Tunis,Lyon,2025-10-26 20:14:00,2025-10-26 22:04:00,,,delayed,A16,60,23
TU922,TS-IOD,Djerba,Casablanca,2025-10-26 22:57:00,2025-10-27 02:00:00,2025-10-26 23:12:00,2025-10-27 02:18:00,landed,B19,15,100
TU923,TS-IOE,Djerba,Istanbul,2025-10-27 05:57:00,2025-10-27 09:03:00,2025-10-27 06:12:00,2025-10-27 09:02:00,landed,A9,15,85
TU924,TS-IMD,Tunis,Amsterdam,2025-10-27 10:11:00,2025-10-27 12:52:00,2025-10-27 10:16:00,2025-10-27 12:50:00,landed,A9,5,74
TU925,TS-IMB,Djerba,Amsterdam,2025-10-27 11:51:00,2025-10-27 14:50:00,2025-10-27 11:56:00,2025-10-27 15:03:00,landed,D8,5,116
TU926,TS-IMF,Djerba,Amsterdam,2025-10-27 12:36:00,2025-10-27 15:59:00,2025-10-27 12:36:00,2025-10-27 16:16:00,landed,B10,0,59
TU927,TS-IMC,Sfax,Nice,2025-10-27 13:38:00,2025-10-27 15:59:00,2025-10-27 13:43:00,2025-10-27 16:08:00,landed,C6,5,91
TU928,TS-IMC,Enfidha,Frankfurt,2025-10-27 14:09:00,2025-10-27 16:45:00,2025-10-27 14:19:00,2025-10-27 17:01:00,landed,C15,10,65
TU929,TS-IMF,Monastir,Cairo,2025-10-27 18:01:00,2025-10-27 23:00:00,2025-10-27 18:16:00,2025-10-27 22:59:00,landed,A1,15,140
TU930,TS-IOC,Djerba,London,2025-10-27 18:32:00,2025-10-27 21:57:00,2025-10-27 18:32:00,2025-10-27 21:55:00,landed,C7,0,129
TU931,TS-IMF,Enfidha,Brussels,2025-10-27 19:54:00,2025-10-27 22:23:00,2025-10-27 19:59:00,2025-10-27 22:25:00,landed,D14,5,54
TU932,TS-IOA,Enfidha,Nice,2025-10-27 20:26:00,2025-10-27 22:30:00,2025-10-27 20:31:00,2025-10-27 22:35:00,landed,D2,5,90
TU933,TS-IMC,Djerba,Madrid,2025-10-27 20:38:00,2025-10-27 22:39:00,2025-10-27 20:53:00,2025-10-27 22:38:00,landed,B19,15,113
TU934,TS-IMB,Tunis,Rome,2025-10-27 21:30:00,2025-10-27 23:36:00,2025-10-27 21:35:00,2025-10-27 23:36:00,landed,A10,5,147
TU935,TS-IOD,Enfidha,Abu Dhabi,2025-10-28 10:26:00,2025-10-28 14:14:00,2025-10-28 10:26:00,2025-10-28 14:13:00,landed,C16,0,122
TU936,TS-IOB,Enfidha,Madrid,2025-10-28 10:56:00,2025-10-28 13:44:00,2025-10-28 11:16:00,2025-10-28 13:41:00,landed,C1,20,112
TU937,TS-IOB,Sfax,Abu Dhabi,2025-10-28 11:16:00,2025-10-28 15:47:00,2025-10-28 11:31:00,2025-10-28 15:48:00,landed,D7,15,140
TU938,TS-IOE,Djerba,Munich,2025-10-28 11:18:00,2025-10-28 13:49:00,2025-10-28 11:23:00,2025-10-28 13:57:00,landed,B4,5,147
TU939,TS-IOB,Tunis,Amsterdam,2025-10-28 13:34:00,2025-10-28 16:43:00,2025-10-28 13:44:00,2025-10-28 16:56:00,landed,B10,10,143
TU940,TS-IMF,Monastir,Milan,2025-10-28 14:51:00,2025-10-28 16:03:00,,,cancelled,C17,0,0
TU941,TS-IOD,Enfidha,Madrid,2025-10-28 15:15:00,2025-10-28 18:30:00,2025-10-28 15:20:00,2025-10-28 18:38:00,landed,B17,5,167
TU942,TS-IOC,Monastir,Tripoli,2025-10-28 15:35:00,2025-10-28 16:56:00,2025-10-28 15:40:00,2025-10-28 17:05:00,landed,C7,5,81
TU943,TS-IOC,Tunis,Rome,2025-10-28 16:10:00,2025-10-28 17:34:00,2025-10-28 16:15:00,2025-10-28 17:34:00,landed,A1,5,158
TU944,TS-IME,Tunis,Istanbul,2025-10-28 20:45:00,2025-10-29 00:44:00,2025-10-28 20:50:00,2025-10-29 00:43:00,landed,B13,5,129
