flight_number,employee_id,role,position
TU611,TU-CC001,cabin_chief,Position 1
TU611,TU-FA004,flight_attendant,Position 2
TU611,TU-FA005,flight_attendant,Position 3
TU612,TU-P001,captain,Left Seat
TU612,TU-FO003,first_officer,Right Seat
TU612,TU-CC002,cabin_chief,Position 1
TU612,TU-FA008,flight_attendant,Position 2
TU612,TU-FA009,flight_attendant,Position 3
TU612,TU-FA011,flight_attendant,Position 4
TU613,TU-P002,captain,Left Seat
TU613,TU-FO004,first_officer,Right Seat
TU613,TU-CC003,cabin_chief,Position 1
TU613,TU-FA012,flight_attendant,Position 2
TU613,TU-FA013,flight_attendant,Position 3
TU613,TU-FA001,flight_attendant,Position 4
TU614,TU-P003,captain,Left Seat
TU614,TU-FO005,first_officer,Right Seat
TU614,TU-CC001,cabin_chief,Position 1
TU614,TU-FA002,flight_attendant,Position 2
TU614,TU-FA003,flight_attendant,Position 3
TU615,TU-P004,captain,Left Seat
TU615,TU-FO001,first_officer,Right Seat
TU615,TU-CC002,cabin_chief,Position 1
TU615,TU-FA005,flight_attendant,Position 2
TU615,TU-FA007,flight_attendant,Position 3
TU615,TU-FA008,flight_attendant,Position 4
TU616,TU-P001,captain,Left Seat
TU616,TU-FO002,first_officer,Right Seat
TU616,TU-CC003,cabin_chief,Position 1
TU616,TU-FA009,flight_attendant,Position 2
TU616,TU-FA011,flight_attendant,Position 3
TU616,TU-FA012,flight_attendant,Position 4
TU617,TU-P002,captain,Left Seat
TU617,TU-FO003,first_officer,Right Seat
TU617,TU-CC001,cabin_chief,Position 1
TU617,TU-FA013,flight_attendant,Position 2
TU617,TU-FA001,flight_attendant,Position 3
TU618,TU-P003,captain,Left Seat
TU618,TU-FO004,first_officer,Right Seat
TU618,TU-CC002,cabin_chief,Position 1
TU618,TU-FA003,flight_attendant,Position 2
TU618,TU-FA004,flight_attendant,Position 3
TU618,TU-FA005,flight_attendant,Position 4
TU619,TU-P004,captain,Left Seat
TU619,TU-FO005,first_officer,Right Seat
TU619,TU-CC003,cabin_chief,Position 1
TU619,TU-FA007,flight_attendant,Position 2
TU619,TU-FA008,flight_attendant,Position 3
TU619,TU-FA009,flight_attendant,Position 4
TU620,TU-P001,captain,Left Seat
TU620,TU-FO001,first_officer,Right Seat
TU620,TU-CC001,cabin_chief,Position 1
TU620,TU-FA011,flight_attendant,Position 2
TU620,TU-FA012,flight_attendant,Position 3
TU621,TU-P002,captain,Left Seat
TU621,TU-FO002,first_officer,Right Seat
TU621,TU-CC002,cabin_chief,Position 1
TU621,TU-FA001,flight_attendant,Position 2
TU621,TU-FA002,flight_attendant,Position 3
TU621,TU-FA003,flight_attendant,Position 4
TU622,TU-P003,captain,Left Seat
TU622,TU-FO003,first_officer,Right Seat
TU622,TU-CC003,cabin_chief,Position 1
TU622,TU-FA004,flight_attendant,Position 2
TU622,TU-FA005,flight_attendant,Position 3
TU622,TU-FA007,flight_attendant,Position 4
TU623,TU-P004,captain,Left Seat
TU623,TU-FO004,first_officer,Right Seat
TU623,TU-CC001,cabin_chief,Position 1
TU623,TU-FA008,flight_attendant,Position 2
TU623,TU-FA009,flight_attendant,Position 3
TU624,TU-P001,captain,Left Seat
TU624,TU-FO005,first_officer,Right Seat
TU624,TU-CC002,cabin_chief,Position 1
TU624,TU-FA012,flight_attendant,Position 2
TU624,TU-FA013,flight_attendant,Position 3
TU624,TU-FA001,flight_attendant,Position 4
TU625,TU-P002,captain,Left Seat
TU625,TU-FO001,first_officer,Right Seat
TU625,TU-CC003,cabin_chief,Position 1
TU625,TU-FA002,flight_attendant,Position 2
TU625,TU-FA003,flight_attendant,Position 3
TU625,TU-FA004,flight_attendant,Position 4
TU626,TU-P003,captain,Left Seat
TU626,TU-FO002,first_officer,Right Seat
TU626,TU-CC001,cabin_chief,Position 1
TU626,TU-FA005,flight_attendant,Position 2
TU626,TU-FA007,flight_attendant,Position 3
TU627,TU-P004,captain,Left Seat
TU627,TU-FO003,first_officer,Right Seat
TU627,TU-CC002,cabin_chief,Position 1
TU627,TU-FA009,flight_attendant,Position 2
TU627,TU-FA011,flight_attendant,Position 3
TU627,TU-FA012,flight_attendant,Position 4
TU628,TU-P001,captain,Left Seat
TU628,TU-FO004,first_officer,Right Seat
TU628,TU-CC003,cabin_chief,Position 1
TU628,TU-FA013,flight_attendant,Position 2
TU628,TU-FA001,flight_attendant,Position 3
TU628,TU-FA002,flight_attendant,Position 4
TU629,TU-P002,captain,Left Seat
TU629,TU-FO005,first_officer,Right Seat
TU629,TU-CC001,cabin_chief,Position 1
TU629,TU-FA003,flight_attendant,Position 2
TU629,TU-FA004,flight_attendant,Position 3
TU630,TU-P003,captain,Left Seat
TU630,TU-FO001,first_officer,Right Seat
TU630,TU-CC002,cabin_chief,Position 1
TU630,TU-FA007,flight_attendant,Position 2
TU630,TU-FA008,flight_attendant,Position 3
TU630,TU-FA009,flight_attendant,Position 4
TU631,TU-P004,captain,Left Seat
TU631,TU-FO002,first_officer,Right Seat
TU631,TU-CC003,cabin_chief,Position 1
TU631,TU-FA011,flight_attendant,Position 2
TU631,TU-FA012,flight_attendant,Position 3
TU631,TU-FA013,flight_attendant,Position 4
TU632,TU-P001,captain,Left Seat
TU632,TU-FO003,first_officer,Right Seat
TU632,TU-CC001,cabin_chief,Position 1
TU632,TU-FA001,flight_attendant,Position 2
TU632,TU-FA002,flight_attendant,Position 3
TU633,TU-P002,captain,Left Seat
TU633,TU-FO004,first_officer,Right Seat
TU633,TU-CC002,cabin_chief,Position 1
TU633,TU-FA004,flight_attendant,Position 2
TU633,TU-FA005,flight_attendant,Position 3
TU633,TU-FA007,flight_attendant,Position 4
TU634,TU-P003,captain,Left Seat
TU634,TU-FO005,first_officer,Right Seat
TU634,TU-CC003,cabin_chief,Position 1
TU634,TU-FA008,flight_attendant,Position 2
TU634,TU-FA009,flight_attendant,Position 3
TU634,TU-FA011,flight_attendant,Position 4
TU635,TU-P004,captain,Left Seat
TU635,TU-FO001,first_officer,Right Seat
TU635,TU-CC001,cabin_chief,Position 1
TU635,TU-FA012,flight_attendant,Position 2
TU635,TU-FA013,flight_attendant,Position 3
TU636,TU-P001,captain,Left Seat
TU636,TU-FO002,first_officer,Right Seat
TU636,TU-CC002,cabin_chief,Position 1
TU636,TU-FA002,flight_attendant,Position 2
TU636,TU-FA003,flight_attendant,Position 3
TU636,TU-FA004,flight_attendant,Position 4
TU637,TU-P002,captain,Left Seat
TU637,TU-FO003,first_officer,Right Seat
TU637,TU-CC003,cabin_chief,Position 1
TU637,TU-FA005,flight_attendant,Position 2
TU637,TU-FA007,flight_attendant,Position 3
TU637,TU-FA008,flight_attendant,Position 4
TU638,TU-P003,captain,Left Seat
TU638,TU-FO004,first_officer,Right Seat
TU638,TU-CC001,cabin_chief,Position 1
TU638,TU-FA009,flight_attendant,Position 2
TU638,TU-FA011,flight_attendant,Position 3
TU639,TU-P004,captain,Left Seat
TU639,TU-FO005,first_officer,Right Seat
TU639,TU-CC002,cabin_chief,Position 1
TU639,TU-FA013,flight_attendant,Position 2
TU639,TU-FA001,flight_attendant,Position 3
TU639,TU-FA002,flight_attendant,Position 4
TU640,TU-P001,captain,Left Seat
TU640,TU-FO001,first_officer,Right Seat
TU640,TU-CC003,cabin_chief,Position 1
TU640,TU-FA003,flight_attendant,Position 2
TU640,TU-FA004,flight_attendant,Position 3
TU640,TU-FA005,flight_attendant,Position 4
TU641,TU-P002,captain,Left Seat
TU641,TU-FO002,first_officer,Right Seat
TU641,TU-CC001,cabin_chief,Position 1
TU641,TU-FA007,flight_attendant,Position 2
TU641,TU-FA008,flight_attendant,Position 3
TU642,TU-P003,captain,Left Seat
TU642,TU-FO003,first_officer,Right Seat
TU642,TU-CC002,cabin_chief,Position 1
TU642,TU-FA011,flight_attendant,Position 2
TU642,TU-FA012,flight_attendant,Position 3
TU642,TU-FA013,flight_attendant,Position 4
TU643,TU-P004,captain,Left Seat
TU643,TU-FO004,first_officer,Right Seat
TU643,TU-CC003,cabin_chief,Position 1
TU643,TU-FA001,flight_attendant,Position 2
TU643,TU-FA002,flight_attendant,Position 3
TU643,TU-FA003,flight_attendant,Position 4
TU644,TU-P001,captain,Left Seat
TU644,TU-FO005,first_officer,Right Seat
TU644,TU-CC001,cabin_chief,Position 1
TU644,TU-FA004,flight_attendant,Position 2
TU644,TU-FA005,flight_attendant,Position 3
TU645,TU-P002,captain,Left Seat
TU645,TU-FO001,first_officer,Right Seat
TU645,TU-CC002,cabin_chief,Position 1
TU645,TU-FA008,flight_attendant,Position 2
TU645,TU-FA009,flight_attendant,Position 3
TU645,TU-FA011,flight_attendant,Position 4
TU646,TU-P003,captain,Left Seat
TU646,TU-FO002,first_officer,Right Seat
TU646,TU-CC003,cabin_chief,Position 1
TU646,TU-FA012,flight_attendant,Position 2
TU646,TU-FA013,flight_attendant,Position 3
TU646,TU-FA001,flight_attendant,Position 4
TU647,TU-P004,captain,Left Seat
TU647,TU-FO003,first_officer,Right Seat
TU647,TU-CC001,cabin_chief,Position 1
TU647,TU-FA002,flight_attendant,Position 2
TU647,TU-FA003,flight_attendant,Position 3
TU648,TU-P001,captain,Left Seat
TU648,TU-FO004,first_officer,Right Seat
TU648,TU-CC002,cabin_chief,Position 1
TU648,TU-FA005,flight_attendant,Position 2
TU648,TU-FA007,flight_attendant,Position 3
TU648,TU-FA008,flight_attendant,Position 4
TU649,TU-P002,captain,Left Seat
TU649,TU-FO005,first_officer,Right Seat
TU649,TU-CC003,cabin_chief,Position 1
TU649,TU-FA009,flight_attendant,Position 2
TU649,TU-FA011,flight_attendant,Position 3
TU649,TU-FA012,flight_attendant,Position 4
TU650,TU-P003,captain,Left Seat
TU650,TU-FO001,first_officer,Right Seat
TU650,TU-CC001,cabin_chief,Position 1
TU650,TU-FA013,flight_attendant,Position 2
TU650,TU-FA001,flight_attendant,Position 3
TU651,TU-P004,captain,Left Seat
TU651,TU-FO002,first_officer,Right Seat
TU651,TU-CC002,cabin_chief,Position 1
TU651,TU-FA003,flight_attendant,Position 2
TU651,TU-FA004,flight_attendant,Position 3
TU651,TU-FA005,flight_attendant,Position 4
TU652,TU-P001,captain,Left Seat
TU652,TU-FO003,first_officer,Right Seat
TU652,TU-CC003,cabin_chief,Position 1
TU652,TU-FA007,flight_attendant,Position 2
TU652,TU-FA008,flight_attendant,Position 3
TU652,TU-FA009,flight_attendant,Position 4
TU653,TU-P002,captain,Left Seat
TU653,TU-FO004,first_officer,Right Seat
TU653,TU-CC001,cabin_chief,Position 1
TU653,TU-FA011,flight_attendant,Position 2
TU653,TU-FA012,flight_attendant,Position 3
TU654,TU-P003,captain,Left Seat
TU654,TU-FO005,first_officer,Right Seat
TU654,TU-CC002,cabin_chief,Position 1
TU654,TU-FA001,flight_attendant,Position 2
TU654,TU-FA002,flight_attendant,Position 3
TU654,TU-FA003,flight_attendant,Position 4
TU655,TU-P004,captain,Left Seat
TU655,TU-FO001,first_officer,Right Seat
TU655,TU-CC003,cabin_chief,Position 1
TU655,TU-FA004,flight_attendant,Position 2
TU655,TU-FA005,flight_attendant,Position 3
TU655,TU-FA007,flight_attendant,Position 4
TU656,TU-P001,captain,Left Seat
TU656,TU-FO002,first_officer,Right Seat
TU656,TU-CC001,cabin_chief,Position 1
TU656,TU-FA008,flight_attendant,Position 2
TU656,TU-FA009,flight_attendant,Position 3
TU657,TU-P002,captain,Left Seat
TU657,TU-FO003,first_officer,Right Seat
TU657,TU-CC002,cabin_chief,Position 1
TU657,TU-FA012,flight_attendant,Position 2
TU657,TU-FA013,flight_attendant,Position 3
TU657,TU-FA001,flight_attendant,Position 4
TU658,TU-P003,captain,Left Seat
TU658,TU-FO004,first_officer,Right Seat
TU658,TU-CC003,cabin_chief,Position 1
TU658,TU-FA002,flight_attendant,Position 2
TU658,TU-FA003,flight_attendant,Position 3
TU658,TU-FA004,flight_attendant,Position 4
TU659,TU-P004,captain,Left Seat
TU659,TU-FO005,first_officer,Right Seat
TU659,TU-CC001,cabin_chief,Position 1
TU659,TU-FA005,flight_attendant,Position 2
TU659,TU-FA007,flight_attendant,Position 3
TU660,TU-P001,captain,Left Seat
TU660,TU-FO001,first_officer,Right Seat
TU660,TU-CC002,cabin_chief,Position 1
TU660,TU-FA009,flight_attendant,Position 2
TU660,TU-FA011,flight_attendant,Position 3
TU660,TU-FA012,flight_attendant,Position 4
TU661,TU-P002,captain,Left Seat
TU661,TU-FO002,first_officer,Right Seat
TU661,TU-CC003,cabin_chief,Position 1
TU661,TU-FA013,flight_attendant,Position 2
TU661,TU-FA001,flight_attendant,Position 3
TU661,TU-FA002,flight_attendant,Position 4
TU662,TU-P003,captain,Left Seat
TU662,TU-FO003,first_officer,Right Seat
TU662,TU-CC001,cabin_chief,Position 1
TU662,TU-FA003,flight_attendant,Position 2
TU662,TU-FA004,flight_attendant,Position 3
TU663,TU-P004,captain,Left Seat
TU663,TU-FO004,first_officer,Right Seat
TU663,TU-CC002,cabin_chief,Position 1
TU663,TU-FA007,flight_attendant,Position 2
TU663,TU-FA008,flight_attendant,Position 3
TU663,TU-FA009,flight_attendant,Position 4
TU664,TU-P001,captain,Left Seat
TU664,TU-FO005,first_officer,Right Seat
TU664,TU-CC003,cabin_chief,Position 1
TU664,TU-FA011,flight_attendant,Position 2
TU664,TU-FA012,flight_attendant,Position 3
TU664,TU-FA013,flight_attendant,Position 4
TU665,TU-P002,captain,Left Seat
TU665,TU-FO001,first_officer,Right Seat
TU665,TU-CC001,cabin_chief,Position 1
TU665,TU-FA001,flight_attendant,Position 2
TU665,TU-FA002,flight_attendant,Position 3
TU666,TU-P003,captain,Left Seat
TU666,TU-FO002,first_officer,Right Seat
TU666,TU-CC002,cabin_chief,Position 1
TU666,TU-FA004,flight_attendant,Position 2
TU666,TU-FA005,flight_attendant,Position 3
TU666,TU-FA007,flight_attendant,Position 4
TU667,TU-P004,captain,Left Seat
TU667,TU-FO003,first_officer,Right Seat
TU667,TU-CC003,cabin_chief,Position 1
TU667,TU-FA008,flight_attendant,Position 2
TU667,TU-FA009,flight_attendant,Position 3
TU667,TU-FA011,flight_attendant,Position 4
TU668,TU-P001,captain,Left Seat
TU668,TU-FO004,first_officer,Right Seat
TU668,TU-CC001,cabin_chief,Position 1
TU668,TU-FA012,flight_attendant,Position 2
TU668,TU-FA013,flight_attendant,Position 3
TU669,TU-P002,captain,Left Seat
TU669,TU-FO005,first_officer,Right Seat
TU669,TU-CC002,cabin_chief,Position 1
TU669,TU-FA002,flight_attendant,Position 2
TU669,TU-FA003,flight_attendant,Position 3
TU669,TU-FA004,flight_attendant,Position 4
TU670,TU-P003,captain,Left Seat
TU670,TU-FO001,first_officer,Right Seat
TU670,TU-CC003,cabin_chief,Position 1
TU670,TU-FA005,flight_attendant,Position 2
TU670,TU-FA007,flight_attendant,Position 3
TU670,TU-FA008,flight_attendant,Position 4
TU671,TU-P004,captain,Left Seat
TU671,TU-FO002,first_officer,Right Seat
TU671,TU-CC001,cabin_chief,Position 1
TU671,TU-FA009,flight_attendant,Position 2
TU671,TU-FA011,flight_attendant,Position 3
TU672,TU-P001,captain,Left Seat
TU672,TU-FO003,first_officer,Right Seat
TU672,TU-CC002,cabin_chief,Position 1
TU672,TU-FA013,flight_attendant,Position 2
TU672,TU-FA001,flight_attendant,Position 3
TU672,TU-FA002,flight_attendant,Position 4
TU673,TU-P002,captain,Left Seat
TU673,TU-FO004,first_officer,Right Seat
TU673,TU-CC003,cabin_chief,Position 1
TU673,TU-FA003,flight_attendant,Position 2
TU673,TU-FA004,flight_attendant,Position 3
TU673,TU-FA005,flight_attendant,Position 4
TU674,TU-P003,captain,Left Seat
TU674,TU-FO005,first_officer,Right Seat
TU674,TU-CC001,cabin_chief,Position 1
TU674,TU-FA007,flight_attendant,Position 2
TU674,TU-FA008,flight_attendant,Position 3
TU675,TU-P004,captain,Left Seat
TU675,TU-FO001,first_officer,Right Seat
TU675,TU-CC002,cabin_chief,Position 1
TU675,TU-FA011,flight_attendant,Position 2
TU675,TU-FA012,flight_attendant,Position 3
TU675,TU-FA013,flight_attendant,Position 4
TU676,TU-P001,captain,Left Seat
TU676,TU-FO002,first_officer,Right Seat
TU676,TU-CC003,cabin_chief,Position 1
TU676,TU-FA001,flight_attendant,Position 2
TU676,TU-FA002,flight_attendant,Position 3
TU676,TU-FA003,flight_attendant,Position 4
TU677,TU-P002,captain,Left Seat
TU677,TU-FO003,first_officer,Right Seat
TU677,TU-CC001,cabin_chief,Position 1
TU677,TU-FA004,flight_attendant,Position 2
TU677,TU-FA005,flight_attendant,Position 3
TU678,TU-P003,captain,Left Seat
TU678,TU-FO004,first_officer,Right Seat
TU678,TU-CC002,cabin_chief,Position 1
TU678,TU-FA008,flight_attendant,Position 2
TU678,TU-FA009,flight_attendant,Position 3
TU678,TU-FA011,flight_attendant,Position 4
TU679,TU-P004,captain,Left Seat
TU679,TU-FO005,first_officer,Right Seat
TU679,TU-CC003,cabin_chief,Position 1
TU679,TU-FA012,flight_attendant,Position 2
TU679,TU-FA013,flight_attendant,Position 3
TU679,TU-FA001,flight_attendant,Position 4
TU680,TU-P001,captain,Left Seat
TU680,TU-FO001,first_officer,Right Seat
TU680,TU-CC001,cabin_chief,Position 1
TU680,TU-FA002,flight_attendant,Position 2
TU680,TU-FA003,flight_attendant,Position 3
TU681,TU-P002,captain,Left Seat
TU681,TU-FO002,first_officer,Right Seat
TU681,TU-CC002,cabin_chief,Position 1
TU681,TU-FA005,flight_attendant,Position 2
TU681,TU-FA007,flight_attendant,Position 3
TU681,TU-FA008,flight_attendant,Position 4
TU682,TU-P003,captain,Left Seat
TU682,TU-FO003,first_officer,Right Seat
TU682,TU-CC003,cabin_chief,Position 1
TU682,TU-FA009,flight_attendant,Position 2
TU682,TU-FA011,flight_attendant,Position 3
TU682,TU-FA012,flight_attendant,Position 4
TU683,TU-P004,captain,Left Seat
TU683,TU-FO004,first_officer,Right Seat
TU683,TU-CC001,cabin_chief,Position 1
TU683,TU-FA013,flight_attendant,Position 2
TU683,TU-FA001,flight_attendant,Position 3
TU684,TU-P001,captain,Left Seat
TU684,TU-FO005,first_officer,Right Seat
TU684,TU-CC002,cabin_chief,Position 1
TU684,TU-FA003,flight_attendant,Position 2
TU684,TU-FA004,flight_attendant,Position 3
TU684,TU-FA005,flight_attendant,Position 4
TU685,TU-P002,captain,Left Seat
TU685,TU-FO001,first_officer,Right Seat
TU685,TU-CC003,cabin_chief,Position 1
TU685,TU-FA007,flight_attendant,Position 2
TU685,TU-FA008,flight_attendant,Position 3
TU685,TU-FA009,flight_attendant,Position 4
TU686,TU-P003,captain,Left Seat
TU686,TU-FO002,first_officer,Right Seat
TU686,TU-CC001,cabin_chief,Position 1
TU686,TU-FA011,flight_attendant,Position 2
TU686,TU-FA012,flight_attendant,Position 3
TU687,TU-P004,captain,Left Seat
TU687,TU-FO003,first_officer,Right Seat
TU687,TU-CC002,cabin_chief,Position 1
TU687,TU-FA001,flight_attendant,Position 2
TU687,TU-FA002,flight_attendant,Position 3
TU687,TU-FA003,flight_attendant,Position 4
TU688,TU-P001,captain,Left Seat
TU688,TU-FO004,first_officer,Right Seat
TU688,TU-CC003,cabin_chief,Position 1
TU688,TU-FA004,flight_attendant,Position 2
TU688,TU-FA005,flight_attendant,Position 3
TU688,TU-FA007,flight_attendant,Position 4
TU689,TU-P002,captain,Left Seat
TU689,TU-FO005,first_officer,Right Seat
TU689,TU-CC001,cabin_chief,Position 1
TU689,TU-FA008,flight_attendant,Position 2
TU689,TU-FA009,flight_attendant,Position 3
TU690,TU-P003,captain,Left Seat
TU690,TU-FO001,first_officer,Right Seat
TU690,TU-CC002,cabin_chief,Position 1
TU690,TU-FA012,flight_attendant,Position 2
TU690,TU-FA013,flight_attendant,Position 3
TU690,TU-FA001,flight_attendant,Position 4
TU691,TU-P004,captain,Left Seat
TU691,TU-FO002,first_officer,Right Seat
TU691,TU-CC003,cabin_chief,Position 1
TU691,TU-FA002,flight_attendant,Position 2
TU691,TU-FA003,flight_attendant,Position 3
TU691,TU-FA004,flight_attendant,Position 4
TU692,TU-P001,captain,Left Seat
TU692,TU-FO003,first_officer,Right Seat
TU692,TU-CC001,cabin_chief,Position 1
TU692,TU-FA005,flight_attendant,Position 2
TU692,TU-FA007,flight_attendant,Position 3
TU693,TU-P002,captain,Left Seat
TU693,TU-FO004,first_officer,Right Seat
TU693,TU-CC002,cabin_chief,Position 1
TU693,TU-FA009,flight_attendant,Position 2
TU693,TU-FA011,flight_attendant,Position 3
TU693,TU-FA012,flight_attendant,Position 4
TU694,TU-P003,captain,Left Seat
TU694,TU-FO005,first_officer,Right Seat
TU694,TU-CC003,cabin_chief,Position 1
TU694,TU-FA013,flight_attendant,Position 2
TU694,TU-FA001,flight_attendant,Position 3
TU694,TU-FA002,flight_attendant,Position 4
TU695,TU-P004,captain,Left Seat
TU695,TU-FO001,first_officer,Right Seat
